date,open,high,low,close,volume,ema_20,sma_20,ema_50,sma_50,ema_200,sma_200,rsi,macd_h,bb_pct,atr,obv,ema20_x_50,spy_ret,qqq_ret,dxy_ret,gold_ret,vix,fg_val,label
2024-02-21 16:00:00+00:00,2914.81,2938.0,2886.0,2913.0,92144.8947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0905752453473018,-0.4001815521524898,-0.0672556625602727,-0.2564710812268833,15.34000015258789,78.0,1
2024-02-21 20:00:00+00:00,2912.99,2980.0,2897.46,2967.9,80973.1061,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,80973.1061,0,0.0905752453473018,-0.4001815521524898,-0.0672556625602727,-0.2564710812268833,15.34000015258789,78.0,0
2024-02-22 00:00:00+00:00,2967.91,2968.59,2906.51,2935.51,66660.5836,0.0,0.0,0.0,0.0,0.0,0.0,95.65870069294591,0.0,0.0,0.0,14312.522500000006,0,2.069552652617324,2.9275612563425035,-0.0480752338532952,-0.1285713095718232,14.539999961853027,74.0,1
2024-02-22 04:00:00+00:00,2935.52,2998.0,2920.98,2993.79,107720.5121,0.0,0.0,0.0,0.0,0.0,0.0,95.99556446972876,0.0,0.0,0.0,122033.0346,0,2.069552652617324,2.9275612563425035,-0.0480752338532952,-0.1285713095718232,14.539999961853027,74.0,0
2024-02-22 08:00:00+00:00,2993.79,3032.86,2971.0,2990.8,121730.7802,0.0,0.0,0.0,0.0,0.0,0.0,95.58577181996128,0.0,0.0,0.0,302.2544000000198,0,2.069552652617324,2.9275612563425035,-0.0480752338532952,-0.1285713095718232,14.539999961853027,74.0,0
2024-02-22 12:00:00+00:00,2990.8,3005.0,2929.39,2986.95,117091.3468,0.0,0.0,0.0,0.0,0.0,0.0,95.02327867578958,0.0,0.0,0.0,-116789.09239999998,0,2.069552652617324,2.9275612563425035,-0.0480752338532952,-0.1285713095718232,14.539999961853027,74.0,0
2024-02-22 16:00:00+00:00,2986.95,3002.8,2960.93,2987.96,63631.0122,0.0,0.0,0.0,0.0,0.0,0.0,95.03153888800117,0.0,0.0,0.0,-53158.08019999998,0,2.069552652617324,2.9275612563425035,-0.0480752338532952,-0.1285713095718232,14.539999961853027,74.0,0
2024-02-22 20:00:00+00:00,2987.96,3036.02,2969.35,2971.4,86691.7587,0.0,0.0,0.0,0.0,0.0,0.0,92.32574721851104,0.0,0.0,0.0,-139849.83889999997,0,2.069552652617324,2.9275612563425035,-0.0480752338532952,-0.1285713095718232,14.539999961853027,74.0,0
2024-02-23 00:00:00+00:00,2971.4,2993.8,2932.81,2955.95,69733.6425,0.0,0.0,0.0,0.0,0.0,0.0,89.7579981172002,0.0,0.0,0.0,-209583.4814,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,76.0,0
2024-02-23 04:00:00+00:00,2955.95,2967.89,2923.26,2933.62,64531.3777,0.0,0.0,0.0,0.0,0.0,0.0,86.03370952956728,0.0,0.0,0.0,-274114.8591,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,76.0,0
2024-02-23 08:00:00+00:00,2933.61,2948.65,2913.3,2943.63,67902.8897,0.0,0.0,0.0,0.0,0.0,0.0,86.30797299124275,0.0,0.0,0.0,-206211.9694,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,76.0,0
2024-02-23 12:00:00+00:00,2943.63,2962.77,2913.26,2916.07,102400.6433,0.0,0.0,0.0,0.0,0.0,0.0,81.55911475207483,0.0,0.0,0.0,-308612.6127,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,76.0,0
2024-02-23 16:00:00+00:00,2916.06,2951.7,2906.05,2945.99,73339.4494,0.0,0.0,0.0,0.0,0.0,0.0,82.6736949046662,0.0,0.0,0.0,-235273.1633,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,76.0,0
2024-02-23 20:00:00+00:00,2946.0,2953.98,2906.87,2922.24,50918.5761,0.0,0.0,0.0,0.0,0.0,0.0,78.61201960541302,0.0,0.0,1.9625111460484328,-286191.7394,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,76.0,0
2024-02-24 00:00:00+00:00,2922.25,2937.31,2906.4,2930.19,33518.2444,0.0,0.0,0.0,0.0,0.0,0.0,78.98421556745144,0.0,0.0,1.89273614701171,-252673.495,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,72.0,0
2024-02-24 04:00:00+00:00,2930.2,2965.55,2929.5,2964.07,66934.9875,0.0,0.0,0.0,0.0,0.0,0.0,80.53852866651053,0.0,0.0,1.8243254062815937,-185738.5075,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,72.0,0
2024-02-24 08:00:00+00:00,2964.07,2966.53,2948.21,2961.53,29162.5517,0.0,0.0,0.0,0.0,0.0,0.0,80.06046470394199,0.0,0.0,1.7396550019502977,-214901.0592,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,72.0,0
2024-02-24 12:00:00+00:00,2961.53,2968.9,2953.43,2955.47,27172.7014,0.0,0.0,0.0,0.0,0.0,0.0,78.85778363971787,0.0,0.0,1.6560944914499045,-242073.7606,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,72.0,0
2024-02-24 16:00:00+00:00,2955.47,3007.48,2955.47,2987.1,59623.5309,0.0,0.0,0.0,0.0,0.0,0.0,80.50400776146488,0.0,0.0,1.6458865652398376,-182450.22970000005,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,72.0,0
2024-02-24 20:00:00+00:00,2987.1,2995.9,2979.04,2992.62,27442.0624,2957.7895,2957.7895,0.0,0.0,0.0,0.0,80.78519716453997,0.0,0.8235618198421062,1.5657460416281903,-155008.16730000003,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,72.0,0
2024-02-25 00:00:00+00:00,2992.62,3049.0,2983.61,3025.17,75215.5646,2964.20669047619,2963.398,0.0,0.0,0.0,0.0,82.39742497758101,0.0,1.0378181717844637,1.5926584987258234,-79792.60270000003,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,74.0,0
2024-02-25 04:00:00+00:00,3025.18,3048.0,3012.68,3029.99,61190.7683,2970.471767573696,2966.5025,0.0,0.0,0.0,0.0,82.62984571839009,0.0,0.990591548284664,1.55980748728721,-18601.83440000003,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,74.0,0
2024-02-25 08:00:00+00:00,3030.0,3040.93,3010.49,3040.36,55328.0105,2977.127789709534,2971.7449999999994,0.0,0.0,0.0,0.0,83.14546811561009,0.0,0.984348445855252,1.5149666052062878,36726.17609999997,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,74.0,0
2024-02-25 12:00:00+00:00,3040.36,3074.03,3025.84,3043.62,76231.989,2983.460381165769,2974.2364999999995,0.0,0.0,0.0,0.0,83.31316523032483,0.0,0.9487540996145684,1.518341652408853,112958.16509999995,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,74.0,0
2024-02-25 16:00:00+00:00,3043.61,3088.0,3027.88,3081.6,61607.2026,2992.807011530934,2978.7765,0.0,0.0,0.0,0.0,85.16506162346181,0.0,1.065732678176477,1.5318645986630377,174565.36769999997,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,74.0,0
2024-02-25 20:00:00+00:00,3081.6,3122.0,3081.42,3112.59,82732.6887,3004.2149151946546,2985.0585,0.0,0.0,0.0,0.0,86.48321908965973,0.0,1.0858212896730746,1.501407447865425,257298.0564,0,0.0689709482756706,-0.2944737485270687,-0.0192349396330393,0.9357837733815932,13.75,74.0,0
2024-02-26 00:00:00+00:00,3112.6,3135.65,3085.81,3107.8,65663.7413,3014.080161366592,2991.0505,0.0,0.0,0.0,0.0,85.2227399558378,0.0,0.9787595402711944,1.510863346280069,191634.3151,0,-0.3662614576011469,-0.0526488265344404,-0.1058308714333322,-0.4954368540613041,13.739999771118164,72.0,0
2024-02-26 04:00:00+00:00,3107.81,3115.4,3086.1,3087.19,48676.8165,3021.0430031412025,2996.84,0.0,0.0,0.0,0.0,79.83130692520538,0.0,0.8507300583730972,1.4801022103410637,142957.4986,0,-0.3662614576011469,-0.0526488265344404,-0.1058308714333322,-0.4954368540613041,13.739999771118164,72.0,0
2024-02-26 08:00:00+00:00,3087.19,3102.84,3036.59,3057.42,119474.191,3024.5074790325166,3001.9135,0.0,0.0,0.0,0.0,72.6790442515721,0.0,0.7134714410199888,1.5425386122860063,23483.307599999986,0,-0.3662614576011469,-0.0526488265344404,-0.1058308714333322,-0.4954368540613041,13.739999771118164,72.0,1
2024-02-26 12:00:00+00:00,3057.41,3145.95,3038.0,3145.6,110163.5896,3036.040100077039,3012.5125000000003,0.0,0.0,0.0,0.0,78.75160960039645,0.0,0.9729777914396264,1.6373312666146194,133646.8972,0,-0.3662614576011469,-0.0526488265344404,-0.1058308714333322,-0.4954368540613041,13.739999771118164,72.0,0
2024-02-26 16:00:00+00:00,3145.59,3182.98,3120.0,3179.12,138015.9044,3049.666757212559,3024.2870000000003,0.0,0.0,0.0,0.0,80.52375793780509,0.0,0.9991483884432272,1.6458521320234694,271662.8016,0,-0.3662614576011469,-0.0526488265344404,-0.1058308714333322,-0.4954368540613041,13.739999771118164,72.0,0
2024-02-26 20:00:00+00:00,3179.11,3196.0,3165.51,3175.94,64728.5319,3061.6927803351723,3037.2805000000008,0.0,0.0,0.0,0.0,79.8434257940798,0.0,0.9322936794613358,1.5983951340718887,206934.2697,0,-0.3662614576011469,-0.0526488265344404,-0.1058308714333322,-0.4954368540613041,13.739999771118164,72.0,0
